scheme_id,pair_id,outcome,candidate_id,candidate_lsoa21nm,candidate_street,candidate_hardware_names,candidate_countline_ids,candidate_countlines,candidate_local_authority,treated_imd_score,candidate_imd_score,absolute_imd_score_difference,treated_imd_decile,candidate_imd_decile,absolute_imd_decile_difference,treated_routes,candidate_routes,context_gate,common_pre_days,pre_date_coverage,minimum_month_coverage,treated_countline_coverage,candidate_countline_coverage,treated_mean,candidate_mean,level_ratio,treated_window_log_change,candidate_window_log_change,trend_log_change_distance,monthly_percentage_log_rmse,weekday_percentage_log_rmse,weekly_percentage_log_correlation,hard_gate,trajectory_score,total_match_score,rank_within_outcome,selected_control,trajectory_scale,trajectory_log_definition,road_type_used_for_selection
12d,12d | Liverpool 052A,pedestrian,Liverpool 037D | princes rd,Liverpool 037D,princes rd,Princes Rd near Upper Stanhope St,49940;49941;49945,3,Liverpool,26.67,54.618,27.948,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,178,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 037D | upper parliament st,Liverpool 037D,upper parliament st,Upper Parliament St near Princes Rd,49929;49930;49931;49932,4,Liverpool,26.67,54.618,27.948,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,179,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Sefton 004I | london st,Sefton 004I,london st,London St near Hawesside St,46621;46622;46623,3,Sefton,26.67,55.692,29.022,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,180,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Halton 007A | gerrard st,Halton 007A,gerrard st,Gerrard St near Widnes Rd,50273;50274;50275;50396,4,Halton,26.67,58.639,31.969,3,1,2,Path/cycle facility;Road,Other / crossing;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,181,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Halton 007A | waterfront rbt,Halton 007A,waterfront rbt,Waterfront Rbt near Grn Oaks Way,49530;49531;49532,3,Halton,26.67,58.639,31.969,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,182,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,St. Helens 012E | windle st,St. Helens 012E,windle st,Windle St near North Rd,55118;55119;55120,3,St. Helens,26.67,59.045,32.375,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,183,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,St. Helens 017A | fleet ln,St. Helens 017A,fleet ln,Fleet Ln near Broad Ln,51827,1,St. Helens,26.67,59.972,33.302,3,1,2,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,184,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,St. Helens 017A | newton rd,St. Helens 017A,newton rd,Newton Rd near Waring Ave,51810;51811;51813,3,St. Helens,26.67,59.972,33.302,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,185,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Halton 007D | victoria rd,Halton 007D,victoria rd,Victoria Rd near Ashley Way West,51662;51663;51679,3,Halton,26.67,60.023,33.353,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,186,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Halton 007D | waterloo rd,Halton 007D,waterloo rd,Waterloo Rd near West Bank St,50313;50314;50315,3,Halton,26.67,60.023,33.353,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,187,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Knowsley 020C | higher rd,Knowsley 020C,higher rd,"Higher Rd, E of Old Hutte Ln; Higher Rd, W of Old Hutte Ln",49271;49272;49273;49274;49275;49399;49400,7,Knowsley,26.67,60.604,33.934,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,188,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Knowsley 020C | old hutte ln,Knowsley 020C,old hutte ln,Old Hutte Ln near Higher Rd,49276;49277;49278,3,Knowsley,26.67,60.604,33.934,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,189,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Sefton 038B | cambridge rd,Sefton 038B,cambridge rd,Cambridge Rd near Sidney Rd,50018;50019;50020,3,Sefton,26.67,61.295,34.625,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,190,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Halton 007C | dundalk rd,Halton 007C,dundalk rd,Dundalk Rd,46457;46458;46459,3,Halton,26.67,62.648,35.978,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,191,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 005A | egremont promenade,Wirral 005A,egremont promenade,Egremont Promenade,49587;49588;49589,3,Wirral,26.67,63.141,36.471,3,1,2,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,192,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 038C | wellington rd,Liverpool 038C,wellington rd,Wellington Rd,53536;53537;53538;53668,4,Liverpool,26.67,63.285,36.615,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,193,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 010G | beaufort rd,Wirral 010G,beaufort rd,Beaufort Rd near Ilchester Rd,50825;50828;50829;50830,4,Wirral,26.67,63.355,36.685,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,194,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 031G | quorn st,Liverpool 031G,quorn st,Quorn St near Wedgewood St,49394,1,Liverpool,26.67,63.779,37.109,3,1,2,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,195,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 023C | shaw st,Liverpool 023C,shaw st,Shaw St near William Henry St,52815;52816;52817;52818,4,Liverpool,26.67,65.01,38.34,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,196,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,St. Helens 014C | peasley cross ln,St. Helens 014C,peasley cross ln,Peasley Cross Ln near Parr St,54619;54620;54621;54622,4,St. Helens,26.67,65.045,38.375,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,197,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,St. Helens 014C | waterside,St. Helens 014C,waterside,Waterside near Standish St,51846;51847,2,St. Helens,26.67,65.045,38.375,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,198,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 039D | lodge ln,Liverpool 039D,lodge ln,Lodge Ln near Tunnel Rd,49964,1,Liverpool,26.67,65.143,38.473,3,1,2,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,199,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 009A | wirral circular,Wirral 009A,wirral circular,Wirral Circular near Scoresby Rd,50835,1,Wirral,26.67,67.045,40.375,3,1,2,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,200,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 044A | st james pl,Liverpool 044A,st james pl,St James Pl near Hill St,50705;50710,2,Liverpool,26.67,68.396,41.726,3,1,2,Path/cycle facility;Road,Other / crossing;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,201,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 030A | holt rd,Liverpool 030A,holt rd,Holt Rd near Edge Ln,49388;49389;49390,3,Liverpool,26.67,69.234,42.564,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,202,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 030A | ling st,Liverpool 030A,ling st,Ling St near Holt Rd,49969,1,Liverpool,26.67,69.234,42.564,3,1,2,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,203,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 030A | quorn st,Liverpool 030A,quorn st,Quorn St near Brae St,49395,1,Liverpool,26.67,69.234,42.564,3,1,2,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,204,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 030A | wedgewood st,Liverpool 030A,wedgewood st,Wedgewood St near Quorn St,49396,1,Liverpool,26.67,69.234,42.564,3,1,2,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,205,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 039B | lodge ln,Liverpool 039B,lodge ln,Lodge Ln near Tunnel Rd,49962;49963,2,Liverpool,26.67,70.045,43.375,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,206,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 016F | argyle st,Wirral 016F,argyle st,Argyle St near Bridge St,46429;46430;46431,3,Wirral,26.67,71.864,45.194,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,207,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 016F | hamilton st,Wirral 016F,hamilton st,Hamilton St near Hamilton Sq,47771,1,Wirral,26.67,71.864,45.194,3,1,2,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,208,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 016G | argyle st,Wirral 016G,argyle st,Argyle St; Argyle St near Hamilton Sq,46424;46425;46426;46427;46428,5,Wirral,26.67,71.864,45.194,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,209,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 016G | chester st,Wirral 016G,chester st,Chester St,46436;46437;46438,3,Wirral,26.67,71.864,45.194,3,1,2,Path/cycle facility;Road,Other / crossing;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,210,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 016G | conway st,Wirral 016G,conway st,"Conway St - Westbound, near Argyle St",45432;45433;45440,3,Wirral,26.67,71.864,45.194,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,4,0.0380952380952381,0,0.8,1,102.9,677.666666666667,6.53192171960218,0.970486988970485,0.356883690416894,0.613603298553591,Inf,1.4889846153526,1,FALSE,Inf,Inf,211,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 016G | conway st eastbound,Wirral 016G,conway st eastbound,"Conway St Eastbound, near Argyle St",45431;45441;45442,3,Wirral,26.67,71.864,45.194,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,4,0.0380952380952381,0,0.8,1,102.9,588.25,5.67131857555342,0.970486988970485,0.103330421815161,0.867156567155324,Inf,1.55158320774338,1,FALSE,Inf,Inf,212,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 016G | hamilton st,Wirral 016G,hamilton st,Hamilton St near Chester St; Hamilton St near Hamilton Sq; Hamilton St near Shore Rd,46432;46433;46434;46435;47770,5,Wirral,26.67,71.864,45.194,3,1,2,Path/cycle facility;Road,Other / crossing;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,213,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 011E | fender ln,Wirral 011E,fender ln,Fender Ln,16377;16378;16397;51146;51147;51148,6,Wirral,26.67,72.478,45.808,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,214,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 022D | boundary st,Liverpool 022D,boundary st,Boundary St; Boundary St near Commercial Rd,46780;46781;46782;46786;46787;46789,6,Liverpool,26.67,72.513,45.843,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,215,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Liverpool 022D | vauxhall rd,Liverpool 022D,vauxhall rd,Vauxhall Rd near Boundary St,46776;46777;46778;46779,4,Liverpool,26.67,72.513,45.843,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,216,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Sefton 036C | chesnut grove,Sefton 036C,chesnut grove,Chesnut Grove,50017,1,Sefton,26.67,74.774,48.104,3,1,2,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,217,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 016C | conway st,Wirral 016C,conway st,"Conway St - Eastbound, near Europa Boulevard; Conway St - Westbound , near Europa Boulevard",45425;45427;45428;45429;45434;45437,6,Wirral,26.67,75.862,49.192,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,4,0.0380952380952381,0,0.8,0.833333333333333,102.9,318.666666666667,3.07667629130574,0.970486988970485,0.839613142350932,0.130873846619553,Inf,1.34976184094863,1,FALSE,Inf,Inf,218,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 016C | europa boulevard - norhtbound,Wirral 016C,europa boulevard - norhtbound,Europa Boulevard - Norhtbound,45426;45435;45436,3,Wirral,26.67,75.862,49.192,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,2,0.0190476190476191,0,1,1,131.1,238.833333333333,1.81554377996467,0.365874640837156,0.823255865906966,0.45738122506981,Inf,0.237965424941179,1,FALSE,Inf,Inf,219,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 016C | europa boulevard - southbound,Wirral 016C,europa boulevard - southbound,Europa Boulevard - Southbound,45430;45438;45439,3,Wirral,26.67,75.862,49.192,3,1,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,1,0.00952380952380953,0,0.2,1,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,220,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Wirral 008C | birkenhead rd,Wirral 008C,birkenhead rd,Birkenhead Rd,49567;49568,2,Wirral,26.67,76.106,49.436,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,221,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12d,12d | Liverpool 052A,pedestrian,Sefton 037B | chesnut grove,Sefton 037B,chesnut grove,Chesnut Grove,50015;50016,2,Sefton,26.67,77.125,50.455,3,1,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,222,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 011D | liverpool rd,Sefton 011D,liverpool rd,Liverpool Rd near Saint Thomas More Dr,22871;26532;40723;40724,4,Sefton,12.143,15.515,3.372,7,6,1,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,TRUE,191,1,1,1,0.992146596858639,35.6439790575916,44.9738219895288,1.25460780111445,1.24396582561018,1.02923020711268,0.214735618497504,0.0743962784030928,0.121658836374251,0.947315032559045,TRUE,0.15443711524472,0.23815711524472,1,TRUE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 009A | dover rd,Sefton 009A,dover rd,Dover Rd near Conyers Ave,40743;40744,2,Sefton,12.143,8.868,3.275,7,8,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,187,0.979057591623037,0.923076923076923,1,1,35.9144385026738,18.8582887700535,0.537954512530784,1.22197231715275,1.49904658185148,0.277074264698732,0.13040860122025,0.217360247664864,0.934133628038687,TRUE,0.31456060412459,0.39731060412459,2,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 003B | harrison dr,Wirral 003B,harrison dr,Harrison Dr,23802;23803;23804,3,Wirral,12.143,9.32,2.823,7,8,1,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,145,0.759162303664922,0.483870967741936,1,1,31.9241379310345,35.8574712643678,1.11946655495043,0.954430275277684,1.08656600376473,0.132135728487049,0.0524770343451094,0.0398563986651417,0.980105041976292,FALSE,0.121208495575912,0.199438495575912,3,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 009F | waterloo rd,Sefton 009F,waterloo rd,Waterloo Rd near Cromer Rd; Waterloo Rd near Grnbank Dr,22870;40725;40726,3,Sefton,12.143,7.398,4.745,7,9,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,191,1,1,1,0.989528795811518,35.6439790575916,37.0383944153578,1.03805305519836,1.24396582561018,1.1529994771587,0.0909663484514791,0.0679645374852213,0.0371654655568684,0.966754325101228,FALSE,0.055103237768504,0.202553237768504,4,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 002C | preston new rd,Sefton 002C,preston new rd,Preston New Rd near Mallee Cres; Preston New Rd near Rathmore Cres,40730;40731;40732;40733,4,Sefton,12.143,7.648,4.495,7,9,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,190,0.994764397905759,0.967741935483871,1,0.994736842105263,35.7982456140351,21.7657894736842,0.618665077473182,1.23723614779371,1.14177122119721,0.0954649265965024,0.0502329802974997,0.148942303621974,0.934864612340203,FALSE,0.201515804976118,0.346465804976118,5,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,St. Helens 022F | clock face rd,St. Helens 022F,clock face rd,Clock Face Rd; Clock Face Rd near Chester Ln; Clock Face Rd near Four Acre Ln,16354;16355;16396;47639;47641;47642;47825;52939,8,St. Helens,12.143,17.475,5.332,7,6,1,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,TRUE,158,0.827225130890052,0.580645161290323,1,0.932489451476793,32.6772151898734,19.162447257384,0.598696986781933,1.15659714021169,1.25282123138749,0.0962240911758041,0.0554391677702898,0.219567009060916,0.914996987170978,FALSE,0.252482773553634,0.355802773553634,6,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 003D | park cres,Sefton 003D,park cres,Park Cres,40720;40721;40722,3,Sefton,12.143,18.584,6.441,7,5,2,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,181,0.947643979057592,0.875,1,1,35.939226519337,40.3591160220994,1.11965300628178,1.26011174984959,0.862872909466732,0.397238840382858,0.140449968961417,0.29134105475543,0.888742103177491,FALSE,0.210433046538211,0.374843046538211,7,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 034B | arrowe park rd,Wirral 034B,arrowe park rd,Arrowe Park Rd,23796;23797;23798,3,Wirral,12.143,18.837,6.694,7,5,2,Path/cycle facility;Road,Path/cycle facility,FALSE,181,0.947643979057592,0.9,1,1,35.219152854512,20.0902394106814,0.582295215335333,1.2180016093081,1.0541771109752,0.163824498332898,0.087712446587808,0.141731130689523,0.945965702287975,FALSE,0.247926272891256,0.414866272891256,8,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Liverpool 047D | woolton rd,Liverpool 047D,woolton rd,Woolton Rd near Hope Park,22868;22869,2,Liverpool,12.143,7.072,5.071,7,9,2,Path/cycle facility;Road,Other / crossing;Path/cycle facility,FALSE,190,0.994764397905759,0.964285714285714,1,1,35.7263157894737,49.6289473684211,1.37854686156492,1.2470780372131,0.667988051506774,0.579089985706328,0.203308847747866,0.236831238620892,0.885957166718152,FALSE,0.318878151209948,0.469588151209948,9,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Sefton 027A | park ln,Sefton 027A,park ln,Park Ln near Deltic Way,45855;45856;45857,3,Sefton,12.143,22.016,9.873,7,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,54,0.282722513089005,0,1,1,53.8024691358025,36.2407407407407,0.679544942554629,0.363690119657327,0.367489517523426,0.0037993978660989,0.0394052036980393,0.266825531949662,0.632808382464965,FALSE,0.273996051586118,0.522726051586118,10,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,St. Helens 020F | clock face rd,St. Helens 020F,clock face rd,Clock Face Rd near Gartons Ln,22898;22899;22900,3,St. Helens,12.143,25.825,13.682,7,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,189,0.989528795811518,0.9375,1,1,35.8888888888889,22.5273368606702,0.637789252247084,1.23217041089154,0.975281101879805,0.256889309011736,0.0834006487062707,0.18235313718099,0.943607050643259,FALSE,0.243349838608907,0.530169838608907,11,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,St. Helens 022F | chester ln,St. Helens 022F,chester ln,Chester Ln; Chester Ln near Four Acre Ln; Chester Ln near Marshalls Cross Rd,16672;16673;16676;47643;47725;47826;47827,7,St. Helens,12.143,17.475,5.332,7,6,1,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,TRUE,189,0.989528795811518,0.961538461538461,1,0.994708994708995,35.7654320987654,28.9911816578483,0.8157440276312,1.241626409868,0.264554375038937,0.977072034829066,0.593906521339807,0.258516842445252,0.488446101016729,FALSE,0.503863973972523,0.607183973972523,12,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
12f,12f | Wirral 006A,cyclist,Wirral 019B | upton rd,Wirral 019B,upton rd,Upton Rd near Westwood Rd,41136;41137,2,Wirral,12.143,21.574,9.431,7,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,190,0.994764397905759,0.9375,1,1,35.7614035087719,21.0052631578947,0.598596926601126,1.23008795748518,0.651787380649279,0.578300576835903,0.187730438197541,0.140852370631634,0.851216114485174,FALSE,0.368421682934313,0.612731682934313,13,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
