scheme_id,pair_id,outcome,candidate_id,candidate_lsoa21nm,candidate_street,candidate_hardware_names,candidate_countline_ids,candidate_countlines,candidate_local_authority,treated_imd_score,candidate_imd_score,absolute_imd_score_difference,treated_imd_decile,candidate_imd_decile,absolute_imd_decile_difference,treated_routes,candidate_routes,context_gate,common_pre_days,pre_date_coverage,minimum_month_coverage,treated_countline_coverage,candidate_countline_coverage,treated_mean,candidate_mean,level_ratio,treated_window_log_change,candidate_window_log_change,trend_log_change_distance,monthly_percentage_log_rmse,weekday_percentage_log_rmse,weekly_percentage_log_correlation,hard_gate,trajectory_score,total_match_score,rank_within_outcome,selected_control,trajectory_scale,trajectory_log_definition,road_type_used_for_selection
13,13 | Halton 010B,pedestrian,Liverpool 039B | lodge ln,Liverpool 039B,lodge ln,Lodge Ln near Tunnel Rd,49962;49963,2,Liverpool,64.805,70.045,5.24,1,1,0,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,151,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,St. Helens 012E | windle st,St. Helens 012E,windle st,Windle St near North Rd,55118;55119;55120,3,St. Helens,64.805,59.045,5.76000000000001,1,1,0,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,152,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Halton 007A | gerrard st,Halton 007A,gerrard st,Gerrard St near Widnes Rd,50273;50274;50275;50396,4,Halton,64.805,58.639,6.166,1,1,0,Path/cycle facility;Road,Other / crossing;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,153,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Wirral 016F | hamilton st,Wirral 016F,hamilton st,Hamilton St near Hamilton Sq,47771,1,Wirral,64.805,71.864,7.059,1,1,0,Path/cycle facility;Road,Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,154,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Sefton 004I | london st,Sefton 004I,london st,London St near Hawesside St,46621;46622;46623,3,Sefton,64.805,55.692,9.11300000000001,1,1,0,Path/cycle facility;Road,Path/cycle facility;Road,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,155,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Sefton 036C | chesnut grove,Sefton 036C,chesnut grove,Chesnut Grove,50017,1,Sefton,64.805,74.774,9.96899999999999,1,1,0,Path/cycle facility;Road,Path/cycle facility,TRUE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,156,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 037D | upper parliament st,Liverpool 037D,upper parliament st,Upper Parliament St near Princes Rd,49929;49930;49931;49932,4,Liverpool,64.805,54.618,10.187,1,1,0,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,1,0.00641025641025641,0,1,1,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,157,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 026A | broad green rd,Liverpool 026A,broad green rd,"Broad Green Rd near Queens Dr; Broad Green Rd, W of Queens Dr (right turn); Broad Green Rd, W of Queens Dr (straight)",53268;54536;54537,3,Liverpool,64.805,53.323,11.482,1,1,0,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,158,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 026A | east prescot rd walkway,Liverpool 026A,east prescot rd walkway,East Prescot Rd walkway,50817,1,Liverpool,64.805,53.323,11.482,1,1,0,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,159,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 026A | queens dr,Liverpool 026A,queens dr,Queens Dr near Broadgreen Hospital (SB traffic),53271;53272,2,Liverpool,64.805,53.323,11.482,1,1,0,Path/cycle facility;Road,Other / crossing;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,160,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Sefton 037B | chesnut grove,Sefton 037B,chesnut grove,Chesnut Grove,50015;50016,2,Sefton,64.805,77.125,12.32,1,1,0,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,161,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 037H | great george st,Liverpool 037H,great george st,Great George St near Duncan St; Great George St near Upper Parliament St,50776;50778;50779;50850;50851;51468;51469,7,Liverpool,64.805,51.962,12.843,1,1,0,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,162,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 037H | mill st,Liverpool 037H,mill st,Mill St near Upper Harrington St,52638;52639;52640,3,Liverpool,64.805,51.962,12.843,1,1,0,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,163,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 037H | parliament st,Liverpool 037H,parliament st,"Parliament St, W of St James Pl",50766;50767;50768;50769,4,Liverpool,64.805,51.962,12.843,1,1,0,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,164,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 037H | parliament st crossing,Liverpool 037H,parliament st crossing,Parliament St crossing,53089;53090,2,Liverpool,64.805,51.962,12.843,1,1,0,Path/cycle facility;Road,Other / crossing,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,165,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 037H | parliament st walkway,Liverpool 037H,parliament st walkway,Parliament St walkway,50808,1,Liverpool,64.805,51.962,12.843,1,1,0,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,166,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 037H | st james place,Liverpool 037H,st james place,"St James Place, S of Upper Parliament St",50759;50760;50761,3,Liverpool,64.805,51.962,12.843,1,1,0,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,167,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 037H | st james st,Liverpool 037H,st james st,St James St near Great George St; St James St near New Bird St,50781;50782;50783;50809,4,Liverpool,64.805,51.962,12.843,1,1,0,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,168,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 037H | stanhope st,Liverpool 037H,stanhope st,Stanhope St,50701,1,Liverpool,64.805,51.962,12.843,1,1,0,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,169,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 037H | upper parliament st & st james pl junction,Liverpool 037H,upper parliament st & st james pl junction,Upper Parliament St & St James Pl junction,53230;53231;53232,3,Liverpool,64.805,51.962,12.843,1,1,0,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,170,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 037H | upper parliament st crossing,Liverpool 037H,upper parliament st crossing,Upper Parliament St crossing,53071,1,Liverpool,64.805,51.962,12.843,1,1,0,Path/cycle facility;Road,Other / crossing,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,171,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 037H | upper stanhope st,Liverpool 037H,upper stanhope st,Upper Stanhope St,50816,1,Liverpool,64.805,51.962,12.843,1,1,0,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,172,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,St. Helens 024D | elton head rd,St. Helens 024D,elton head rd,Elton Head Rd near Sherdley Rd,54020;54021;54022;59134,4,St. Helens,64.805,51.363,13.442,1,1,0,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,173,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 023D | hunter st,Liverpool 023D,hunter st,Hunter St,49968;54847,2,Liverpool,64.805,48.627,16.178,1,1,0,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,174,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Halton 014B | murdishaw woods,Halton 014B,murdishaw woods,Murdishaw Woods,50811;50812,2,Halton,64.805,44.323,20.482,1,1,0,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,175,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Knowsley 015A | olivia way,Knowsley 015A,olivia way,Olivia Way near West View,50104;50105,2,Knowsley,64.805,43.54,21.265,1,2,1,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,176,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Halton 007B | grn oaks way,Halton 007B,grn oaks way,Grn Oaks Way,16359;16401,2,Halton,64.805,42.077,22.728,1,2,1,Path/cycle facility;Road,Other / crossing;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,177,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,St. Helens 024E | james roby way,St. Helens 024E,james roby way,James Roby Way,51792;51793,2,St. Helens,64.805,40.867,23.938,1,2,1,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,178,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,St. Helens 024E | marshalls cross rd (nb traffic),St. Helens 024E,marshalls cross rd (nb traffic),Marshalls Cross Rd (NB traffic),51788;51789,2,St. Helens,64.805,40.867,23.938,1,2,1,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,179,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,St. Helens 022A | jubits ln,St. Helens 022A,jubits ln,Jubits Ln near Union Bank Ln,54016;54017;54018;54019,4,St. Helens,64.805,40.354,24.451,1,2,1,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,180,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,St. Helens 022A | jubits ln & bell ln,St. Helens 022A,jubits ln & bell ln,Jubits Ln & Bell Ln,53995;53996;53997,3,St. Helens,64.805,40.354,24.451,1,2,1,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,181,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,St. Helens 022E | jubits ln & bell ln,St. Helens 022E,jubits ln & bell ln,Jubits Ln & Bell Ln,53994,1,St. Helens,64.805,39.965,24.84,1,2,1,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,182,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Sefton 038C | hillhead rd,Sefton 038C,hillhead rd,Hillhead Rd near Sidney Rd,50021;50022;50023,3,Sefton,64.805,37.74,27.065,1,2,1,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,183,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 040E | besford rd,Liverpool 040E,besford rd,Besford Rd near Oakwood Close,50822;50823;50824,3,Liverpool,64.805,37.396,27.409,1,2,1,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,184,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,St. Helens 017D | fleet ln,St. Helens 017D,fleet ln,Fleet Ln near Broad Ln,51826,1,St. Helens,64.805,36.843,27.962,1,2,1,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,185,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Knowsley 007D | carr ln,Knowsley 007D,carr ln,Carr Ln,55100;55101;55102,3,Knowsley,64.805,36.256,28.549,1,2,1,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,186,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 038D | lawrence rd,Liverpool 038D,lawrence rd,Lawrence Rd near Cretan Rd,50814;50815,2,Liverpool,64.805,35.357,29.448,1,2,1,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,187,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 034A | bowring park rd,Liverpool 034A,bowring park rd,"Bowring Park Rd, E of Queens Dr (left turn); Bowring Park Rd, E of Queens Dr (right turn); Bowring Park Rd, E of Queens Dr (straight)",54534;54535;54838,3,Liverpool,64.805,34.117,30.688,1,2,1,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,188,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 034A | queens dr,Liverpool 034A,queens dr,"Queens Dr, N of M62 (right turn)",54583,1,Liverpool,64.805,34.117,30.688,1,2,1,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,189,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,St. Helens 007B | bishops rd,St. Helens 007B,bishops rd,Bishops Rd near Wynne Rd,55115;55116;55117;59154;59155,5,St. Helens,64.805,33.517,31.288,1,2,1,Path/cycle facility;Road,Other / crossing;Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,190,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,St. Helens 007B | wynne rd,St. Helens 007B,wynne rd,Wynne Rd near Wolseley Rd,55112;55113;55114,3,St. Helens,64.805,33.517,31.288,1,2,1,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,191,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,St. Helens 005A | penny ln,St. Helens 005A,penny ln,Penny Ln near Old Boston,49949;49950,2,St. Helens,64.805,33.028,31.777,1,3,2,Path/cycle facility;Road,Road,FALSE,1,0.00641025641025641,0,1,1,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,192,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Knowsley 013A | carrs ter,Knowsley 013A,carrs ter,Carrs Ter,50106,1,Knowsley,64.805,31.951,32.854,1,3,2,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,193,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Wirral 001D | king's parade,Wirral 001D,king's parade,King's Parade,51858,1,Wirral,64.805,31.687,33.118,1,3,2,Path/cycle facility;Road,Other / crossing,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,194,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 032A | edge ln dr (wb traffic),Liverpool 032A,edge ln dr (wb traffic),Edge Ln Dr (WB traffic),53509;53510,2,Liverpool,64.805,31.451,33.354,1,3,2,Path/cycle facility;Road,Other / crossing;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,195,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Liverpool 034E | queens dr,Liverpool 034E,queens dr,"Queens Dr, N of M62 (SB traffic)",54545;55270,2,Liverpool,64.805,28.84,35.965,1,3,2,Path/cycle facility;Road,Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,196,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,St. Helens 004F | ravenhead greenway,St. Helens 004F,ravenhead greenway,Ravenhead Greenway,51819,1,St. Helens,64.805,27.133,37.672,1,3,2,Path/cycle facility;Road,Path/cycle facility,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,197,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Sefton 033A | school ln,Sefton 033A,school ln,School Ln near Moss Ln,50028;50029;50030,3,Sefton,64.805,25.806,38.999,1,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,198,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Sefton 033A | school ln & oxford ave,Sefton 033A,school ln & oxford ave,School Ln & Oxford Ave,50024;50025;50026;50027,4,Sefton,64.805,25.806,38.999,1,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,199,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Wirral 019B | upton rd,Wirral 019B,upton rd,Upton Rd near Westwood Rd,41136;41137,2,Wirral,64.805,21.574,43.231,1,4,3,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,200,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
13,13 | Halton 010B,pedestrian,Sefton 009C | marine dr,Sefton 009C,marine dr,Marine Dr,49957;49958;49959,3,Sefton,64.805,21.479,43.326,1,5,4,Path/cycle facility;Road,Path/cycle facility;Road,FALSE,0,0,0,0,0,,,,,,Inf,Inf,Inf,,FALSE,Inf,Inf,201,FALSE,Pre-installation percentage index (mean = 100),log(percentage index / 100),FALSE
